UID,SEG,translation,profanity
METALW-037823-0010,Bien,Not bad,None
METALW-037824-0000,"Hola, ¿en qué puedo ayudarle? Hola, ¿en qué puedo ayudarle?","Hi, how can I help you? Hi, how can I help you?",None
METALW-037824-0001,"hola, me gustaría pedir una pizza","hello, I'd like to order a pizza",None
METALW-037824-0002,¿De acuerdo con qué pizza mamá/señor?,According to which pizza mom/sir?,None
METALW-037824-0003,"Quiero una pizza de pepperoni, salami y riñones de rata por favor","I want a pepperoni pizza, salami and rat kidneys please",None
METALW-037824-0004,el riñón de rata no está en nuestro menú.,Rat kidney is not on our menu.,None
METALW-037824-0005,¿Tienes anchoas?,Do you have anchovies?,None
METALW-037824-0006,"No, ¿algo más? tenemos trozos de tocino y delicia de jamón","No, anything else? we have pieces of bacon and ham delight",None
METALW-037824-0007,¿champiñones?,Mushrooms?,None
METALW-037824-0008,"Lo hemos hecho, pero es sólo para coberturas.","We've done it, but it's for coverage only.",None
METALW-037824-0009,"Ok, entonces quiero un pepperoni, salami y pizza de tocino","Okay, so I want a pepperoni, salami and bacon pizza",None
METALW-037824-0010,Muy bien. nombrado,Very well. noted,None
METALW-037825-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037825-0001,Hola me gustaría pedir algunas pizzas por favor,Hello I would like to order some pizzas please,None
METALW-037825-0002,"Claro, ¿qué tipo de pizza te gustaría pedir","Sure, what kind of pizza would you like to order",None
METALW-037825-0003,"Me gustaría pedir una pizza de piña grande, una pizza grande de cebolla roja y una pizza de espinacas medianas","I'd like to order a large pineapple pizza, a big red onion pizza and a medium spinach pizza",None
METALW-037825-0004,"Eso llega a $35, ¿está bien?","That's $35, okay?",None
METALW-037825-0005,Sí$ 35 suena razonable,Yes$ 35 sounds reasonable,None
METALW-037825-0006,¿Quieres que la cargue a la tarjeta registrada?,Do you want me to upload it to the registered card?,None
METALW-037825-0007,"Sí, por favor","Yes, please",None
METALW-037825-0008,"Bien, se le ha cobrado ¿Es esto llevar a cabo o entregar?","Well, have you been charged Is this carrying out or delivering?",None
METALW-037825-0009,entrega,delivery,None
METALW-037825-0010,"Bien, estará listo en 30 minutos","Well, it'll be ready in 30 minutes.",None
METALW-037826-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037826-0001,Necesito una respuesta sobre una cobertura de pizza,I need an answer about a pizza topping.,None
METALW-037826-0002,"Claro, ¿cuál es tu pregunta?","Sure, what's your question?",None
METALW-037826-0003,¿Hay pies de cerdo disponibles,Are pig's feet available,None
METALW-037826-0004,¿A qué lugar de pizza te refieres?,What pizza place do you mean?,None
METALW-037826-0005,Pizza cerrada,Pizza closed,None
METALW-037826-0006,Pies de cerdo no está disponible en ese lugar,Pork feet is not available there,None
METALW-037826-0007,Oh bummer. ¿Qué hay del hocico de cerdo?,Oh bummer. What about the pig's snout?,None
METALW-037826-0008,Tampoco está disponible.,It's not available either.,None
METALW-037826-0009,Bien. Supongo que iré con ingredientes normales cuando ordene. Has sido un gran bot,Not bad. I guess I'll go with normal ingredients when I order. You've been a great bot,None
METALW-037826-0010,Encantado de ayudar,Nice to help,None
METALW-037827-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037827-0001,Quiero pizza,I want pizza,None
METALW-037827-0002,Ven al lugar correcto. Tenemos piscinas de pizza,Come to the right place. We have pizza pools,None
METALW-037827-0003,¿Cuáles son tus pizzas más vendidas?,What are your best-selling pizzas?,None
METALW-037827-0004,"¿Qué ingredientes te gustaría? Tenemos champiñones, pepperoni, salchichas, piña y patatas","What ingredients would you like? We have mushrooms, pepperoni, sausages, pineapple and potatoes",None
METALW-037827-0005,"Quiero la piña, el pepperoni y los pepinillos.","I want the pineapple, pepperoni and pickles.",None
METALW-037827-0006,Siento haber salido de los pepinillos. Pero tenemos chiles rojos calientes.,I'm sorry I got out of the pickles. But we have hot red chiles.,None
METALW-037827-0007,Creo que iré con las salchichas.,I think I'll go with the sausages.,None
METALW-037827-0008,"bien, ¿qué talla pizza, pequeño mediano o grande?","well, what pizza size, small medium or big?",None
METALW-037827-0009,Quiero la pizza mediana los tres pedidos,I want the medium pizza all three orders,None
METALW-037827-0010,Bien. Serán $15,Not bad. It'll be $15,None
METALW-037827-0011,"De acuerdo, gracias","All right, thank you.",None
METALW-037828-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037828-0001,¿Hay espinacas como cobertura?,Is there spinach as cover?,None
METALW-037828-0002,"Lo siento, no hay espinacas disponibles","I'm sorry, there's no spinach available.",None
METALW-037828-0003,¿Hay piña?,Is there pineapple?,None
METALW-037828-0004,La piña está disponible como cobertura,Pineapple is available as topping,None
METALW-037828-0005,¿También tienes anchoas?,"Do you have anchovies, too?",None
METALW-037828-0006,"Sí, puedo hacer una pizza de piña y anchoa si quieres","Yes, I can make a pineapple and anchovy pizza if you want",None
METALW-037828-0007,Eso estaría bien. gracias.,That would be nice. Thank you.,None
METALW-037828-0008,"Bien, ¿de qué tamaño?","Well, what size?",None
METALW-037828-0009,Medio.,middle.,None
METALW-037828-0010,Llegará en 20 minutos,He'll be here in 20 minutes.,None
METALW-037828-0011,gracias.,Thank you.,None
METALW-037829-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037829-0001,Me gustaría tres pizzas,I'd like three pizzas,None
METALW-037829-0002,De acuerdo. ¿De dónde te gustaría pedir?,I agree. Where would you like to ask?,None
METALW-037829-0003,Dominós,Dominos,None
METALW-037829-0004,De acuerdo. ¿Qué tamaño de pizzas te gustaría?,I agree. What size pizzas would you like?,None
METALW-037829-0005,grande,big,None
METALW-037829-0006,¿Qué ingredientes te gustaría?,What ingredients would you like?,None
METALW-037829-0007,primera pizza es queso 2º es pepperoni tercero es salchicha,first pizza is cheese 2nd is pepperoni third is sausage,None
METALW-037829-0008,"Muy bien, ¿quieres que haga el pedido para recogida o entrega.","All right, you want me to place the order for pick-up or drop-off.",None
METALW-037829-0009,entrega,delivery,None
METALW-037829-0010,De acuerdo. ¿Está bien la dirección que tiene registrada para la entrega?,I agree. Is the address you have registered for delivery okay?,None
METALW-037829-0011,"123 st ciudad, estado","123 st city, state",None
METALW-037830-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037830-0001,Me gustaría pedir una pizza,I'd like to order a pizza,None
METALW-037830-0002,"Ok, ¿de qué tamaño?","Okay, what size?",None
METALW-037830-0003,Un gran plato profundo de Stefanos,A great deep plate of Stefanos,None
METALW-037830-0004,Lo tienes. y coberturas?,You got it. and coverage?,None
METALW-037830-0005,Salchicha pepperoni y champiñones,Pepperoni sausage and mushrooms,None
METALW-037830-0006,no tenemos salchichas,we don't have sausages,None
METALW-037830-0007,Use carne de res en su lugar,Use beef instead,None
METALW-037830-0008,¿Estás seguro de que quieres carne de res en la pizza?,Are you sure you want beef on pizza?,None
METALW-037830-0009,Sí,Yes,None
METALW-037830-0010,ok poner en orden ahora,ok put in order now,None
METALW-037831-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037831-0001,"Hola, me gustaría pedir tres pizzas.","Hi, I'd like to order three pizzas.",None
METALW-037831-0002,seguro. ¿Qué tamaños te gustaría?,sure. What sizes would you like?,None
METALW-037831-0003,Todos grandes por favor,All big please,None
METALW-037831-0004,"¿Qué ingredientes hay en cada uno, por favor?","What ingredients are in each one, please?",None
METALW-037831-0005,"Un queso, un pepperoni y una albóndigas.","A cheese, a pepperoni and a meatball.",None
METALW-037831-0006,Suena bien. ¿Esto es para recogida o entrega?,Sounds good. Is this for pick-up or drop-off?,None
METALW-037831-0007,Los recogeré. ¿Cuánto tiempo tomará?,I'll pick them up. How long will it take?,None
METALW-037831-0008,Deberían estar listos en veinte minutos.,They should be ready in twenty minutes.,None
METALW-037831-0009,"Vale, gracias",Ok thank you,None
METALW-037831-0010,De nada.,You are welcome.,None
METALW-037832-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037832-0001,"Hola, puedo hacer un pedido","Hello, I can place an order",None
METALW-037832-0002,¿Tienes pimientos rojos asados,Do you have roasted red peppers,None
METALW-037832-0003,"No, ¿verdad?","No, right?",None
METALW-037832-0004,No Tienes aceitunas negras como cobertura,You don't have black olives as cover,None
METALW-037832-0005,Estoy tratando de pedir una pizza por qué me arrastras,I'm trying to order a pizza why you're dragging me,None
METALW-037832-0006,Yo también estoy tratando de hacer una orden,"I'm trying to make an order, too.",None
METALW-037832-0007,"Bien, bueno, te daré tus pimientos y aceitunas negras. ¿Me puedes dar salchicha italiana?","Okay, well, I'll give you your black peppers and olives. Can I have some Italian sausage?",None
METALW-037832-0008,Seguro de qué tamaño,Sure what size,None
METALW-037832-0009,grande,big,None
METALW-037832-0010,Tomaré un grande también,I'll take a big one too,None
METALW-037832-0011,"Genial, tu pedido estará listo en 15 minutos","Great, your order will be ready in 15 minutes",None
METALW-037833-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037833-0001,¿Tienes tomates secados al sol?,Do you have sun-dried tomatoes?,None
METALW-037833-0002,"Lo siento, los tomates secados al sol están actualmente agotados.","I'm sorry, sun-dried tomatoes are currently depleted.",None
METALW-037833-0003,¿Tienes anchoas?,Do you have anchovies?,None
METALW-037833-0004,"Me disculpo, también nos hemos quedo sin anchoas.","I apologize, we've run out of anchovies, too.",None
METALW-037833-0005,¿Queso Feta?,Feta cheese?,None
METALW-037833-0006,Actualmente estamos todos sin queso feta.,We are all currently without feta cheese.,None
METALW-037833-0007,¿¿¿¿hamburguesa????,hamburger????,None
METALW-037833-0008,"Oops, parece que la hamburguesa está sin existencias.","Oops, it looks like the burger's out of stock.",None
METALW-037833-0009,¿queso?,cheese?,None
METALW-037833-0010,"Lo siento, parece que a todos también nos quedan sin queso.","I'm sorry, it looks like we're all out of cheese, too.",None
METALW-037834-0000,"Hola, ¿en qué puedo ayudarle? ¿Tiene información de previsión disponible?","Hi, how can I help you? Do you have forecast information available?",None
METALW-037834-0001,¿Información de pizza?,Pizza information?,None
METALW-037834-0002,"¡Oh sí, lo siento, me refería a la pizza!","Oh yes, I'm sorry, I meant pizza!",None
METALW-037834-0003,¿Tienes aceitunas verdes,Do you have green olives,None
METALW-037834-0004,Hay aceitunas verdes disponibles.,Green olives are available.,None
METALW-037834-0005,¿qué tal los pimientos rojos asados,how about roasted red peppers,None
METALW-037834-0006,Hay pimientos rojos asados disponibles.,Roasted red peppers are available.,None
METALW-037834-0007,Ok me gustaría un grande con los,Ok I'd like a big one with the,None
METALW-037834-0008,"Ok, ¿uno grande con aceitunas y pimientos rojos asados?","Okay, a big one with roasted olives and red peppers?",None
METALW-037834-0009,Sí,Yes,None
METALW-037834-0010,"Ok, el total será de $104.76. Puedes pagarle al conductor cuando llegue.","Okay, the total will be $104.76. You can pay the driver when he gets here.",None
METALW-037834-0011,Gracias,Thank you,None
METALW-037835-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037835-0001,Hola me gustaría pedir una pizza,Hi I'd like to order a pizza,None
METALW-037835-0002,seguro. ¿Qué tamaño y qué ingredientes te gustaría?,sure. What size and ingredients would you like?,None
METALW-037835-0003,grande - pollo de oliva de champiñones,large - mushroom olive chicken,None
METALW-037835-0004,"Suena bien, pero actualmente nos quedan aceitunas. ¿Puedo sugerir corazones de alcachofa en su lugar? Te darán un sabor similar.","Sounds good, but we've got olives left. May I suggest artichoke hearts instead? They'll give you a similar taste.",None
METALW-037835-0005,NO gracias vamos a hacer pollo con champiñones,No thanks let's make chicken with mushrooms,None
METALW-037835-0006,Bien. El precio será de $18.50. Estará listo en 20 minutos. ¿Entrega o recogida?,Not bad. The price will be $18.50. It'll be ready in 20 minutes. Delivery or pickup?,None
METALW-037835-0007,¿Puedes añadir un 2 litros de refresco también,Can you add a 2 litre of soda too,None
METALW-037835-0008,seguro. El total será de $20.00. ¿Lo recogerás?,sure. The total will be $20.00. Will you pick it up?,None
METALW-037835-0009,recoger,pick up,None
METALW-037835-0010,Bien. Nos vemos en 20 minutos.,Not bad. See you in 20 minutes.,None
METALW-037836-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037836-0001,pedir pizza,order pizza,None
METALW-037836-0002,¿de qué tipo,What kind,None
METALW-037836-0003,grande,big,None
METALW-037836-0004,lo que encabeza,what leads,None
METALW-037836-0005,1. Champiñones grandes 2. Aceituna verde grande 3. Queso extra,1. Large mushrooms 2. Large green olive 3. Extra cheese,None
METALW-037836-0006,¿de qué tamaño de la última,what size of the last,None
METALW-037836-0007,gran lo siento,great Sorry,None
METALW-037836-0008,desde donde de,from where from,None
